,Category,Message
860,0,did he just say somebody is named tampa
861,0,in work now going have in few min
862,0,your brother is a genius
863,0,sorry i guess whenever i can get a hold of my connections maybe an hour or two ill text you
864,0,did u find out what time the bus is at coz i need to sort some stuff out
865,0,dude ive been seeing a lotta corvettes lately
866,1,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call tscs £pm approx mins
867,0,same here but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it dont matter
868,1,private your account statement for xxxxxx shows unredeemed s i m points call identifier code expires
869,1,hello we need some posh birds and chaps to user trial prods for champneys can i put you down i need your address and dob asap ta r
870,1,what do u want for xmas how about free text messages a new video phone with half price line rental call free now on to find out more
871,0,well am officially in a philosophical hole so if u wanna call am at home ready to be saved
872,0,its going goodno problembut still need little experience to understand american customer voice
873,0,ill text you when i drop x off
874,0,ugh its been a long day im exhausted just want to cuddle up and take a nap
875,0,talk with yourself atleast once in a day otherwise you will miss your best friend in this world shakespeare shesil ltgt
876,1,shop till u drop is it you either k k £ cash or £ travel voucher call now ntt po box crbt fixedline cost ppm mobile vary
877,0,are you in castor you need to see something
878,1,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to £ sptyrone
879,1,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on
880,1,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on stopsms
881,1,reminder you have not downloaded the content you have already paid for goto mymoby tv to collect your content
882,0,see i knew giving you a break a few times woul lead to you always wanting to miss curfew i was gonna gibe you til one but a midnight movie is not gonna get out til after you need to come home you need to getsleep and if anything you need to b studdying ear training
883,0,i love to give massages i use lots of baby oil what is your fave position
884,0,dude we should go sup again
885,0,yoyyooo u know how to change permissions for a drive in mac my usb flash drive
886,0,gibbs unsoldmike hussey
887,0,i like to talk pa but am not able to i dont know y
888,0,y dun cut too short leh u dun like ah she failed shes quite sad
889,0,you unbelievable faglord
890,0,wifehow she knew the time of murder exactly
891,0,why do you ask princess
892,0,i am great princess what are you thinking about me
893,0,nutter cutter ctter cttergg cttargg ctargg ctagg ie you
894,0,its ok i noe ure busy but im really too bored so i msg u i oso dunno wat colour she choose me one
895,0,doesnt g have class early tomorrow and thus shouldnt be trying to smoke at ltgt
896,0,superb thought be grateful that u dont have everything u want that means u still have an opportunity to be happier tomorrow than u are today
897,0,hope you are having a good week just checking in
898,0,im used to it i just hope my agents dont drop me since ive only booked a few things this year this whole me in boston them in nyc was an experiment
899,0,thursday night yeah sure thing well work it out then
900,1,your free ringtone is waiting to be collected simply text the password mix to to verify get usher and britney fml po box mk h ppw
901,0,probably money worries things are coming due and i have several outstanding invoices for work i did two and three months ago
902,0,how is it possible to teach you and where
903,0,i wonder if your phone battery went dead i had to tell you i love you babe
904,0,lovely smell on this bus and it aint tobacco
905,0,were all getting worried over here derek and taylor have already assumed the worst
906,0,hey whats up charles sorry about the late reply
907,1,all the lastest from stereophonics marley dizzee racal libertines and the strokes win nookii games with flirt click themob wap bookmark or text wap to
908,0,ill give her once i have it plus she said grinule greet you whenever we speak
909,0,white fudge oreos are in stores
910,1,january male sale hot gay chat now cheaper call national rate from pmin cheap to pmin peak to stop texts call pmin
911,0,my love how come it took you so long to leave for zahers i got your words on ym and was happy to see them but was sad you had left i miss you
912,0,i am sorry it hurt you
913,0,cant i feel nauseous im so pissed i didnt eat any sweets all week cause today i was planning to pig out i was dieting all week and now im not hungry
914,0,ok lor but not too early me still having project meeting now
915,0,call me da i am waiting for your call
916,0,i could ask carlos if we could get more if anybody else can chip in
917,0,was actually about to send you a reminder today have a wonderful weekend
918,0,when people see my msgs they think iam addicted to msging they are wrong bcoz they dont know that iam addicted to my sweet friends bslvyl
919,0,hey you gave them your photo when you registered for driving ah tmr wanna meet at yck
920,0,dont talk to him ever ok its my word
921,0,when u wana see it then
922,0,on ma way to school can you pls send me ashleys number
923,0,it shall be fine i have avalarr now will hollalater
924,0,she went to attend another two rounds todaybut still didt reach home
925,0,actually i deleted my old websitenow i m blogging at magicalsongsblogspotcom
926,0,k wait chikkuil send aftr ltgt mins
927,0,but im on a diet and i ate too many slices of pizza yesterday ugh im always on a diet
928,0,ki will give my kvb acc details
929,0,oh all have to come ah
930,1,money you r a lucky winner claim your prize text money over £million to give away pptxnormal text rate box wtjy
931,0,im really sorry i wont b able do this fridayhope u can find an alternativehope yr terms going ok
932,0,congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go
933,0,so do you have samus shoulders yet
934,0,what time you think youll have it need to know when i should be near campus
935,1,dear matthew please call from a landline your complimentary lux tenerife holiday or £ cash await collection ppm sae tcs box skxh
936,0,then dun wear jeans lor
937,0,since when which side any fever any vomitin
938,0,kkare you in college
939,1,urgent call from landline your complimentary tenerife holiday or £ cash await collection sae tcs box hp yf ppm
940,0,better made up for friday and stuffed myself like a pig yesterday now i feel bleh but at least its not writhing pain kind of bleh
941,0,no we sell it all so well have tons if coins then sell our coins to someone thru paypal voila money back in life pockets
942,0,theyre doing it to lots of places only hospitals and medical places are safe
943,1,how about getting in touch with folks waiting for company just txt back your name and age to opt in enjoy the community psms
944,0,and also ive sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
945,0,i sent my scores to sophas and i had to do secondary application for a few schools i think if you are thinking of applying do a research on cost also contact joke ogunrinde her school is one me the less expensive ones
946,0,i cant wait to see you how were the photos were useful
947,1,ur cashbalance is currently pounds to maximize ur cashin now send go to only pmsg cc po box tcrw
948,0,hey i booked the kb on sat already what other lessons are we going for ah keep your sat night free we need to meet and confirm our lodging
949,0,chk in ur belovd ms dict
950,0,is that what time you want me to come
951,0,awesome lemme know whenever youre around
952,0,shb b ok lor thanx
953,0,beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it good night
954,0,also remember to get dobbys bowl from your car
955,1,filthy stories and girls waiting for your
956,0,sorry i now then c ur msg yar lor so poor thing but only one night tmr ull have a brand new room sleep in
957,0,love isnt a decision its a feeling if we could decide who to love then life would be much simpler but then less magical
958,0,welp apparently he retired
959,0,my sort code is and acc no is the bank is natwest can you reply to confirm ive sent this to the right person
960,0,where
961,0,u sure u cant take any sick time
962,1,urgent we are trying to contact u todays draw shows that you have won a £ prize guaranteed call from land line claim m validhrs only
963,0,watching cartoon listening music amp at eve had to go temple amp church what about u
964,0,yo chad which gymnastics class do you wanna take the site says christians class is full
965,0,are you this much buzy
966,0,or better still can you catch her and let ask her if she can sell ltgt for me
967,0,i am not sure about night menu i know only about noon menu
968,0,what do u want when i come backa beautiful necklace as a token of my heart for youthats what i will give but only to my wife of my likingbe that and seeno one can give you thatdont call mei will wait till i come
969,0,are you willing to go for aptitude class
970,0,it wont b until as trying sort house out is that ok
971,0,yar lor he wan go c horse racing today mah so eat earlier lor i ate chicken rice u
972,0,haha awesome omw back now then
973,0,yup i thk so until e shop closes lor
974,0,what is your account number
975,0,eh u send wrongly lar
976,0,hey no i ad a crap nite was borin without ya boggy with me u boring biatch thanx but u wait til nxt time il ave ya
977,0,ok i shall talk to him
978,0,dont hesitate you know this is the second time she has had weakness like that so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
979,0,hey you can pay with salary de only ltgt
980,0,another month i need chocolate weed and alcohol
981,0,if he started searching he will get job in few dayshe have great potential and talent
982,0,reckon need to be in town by eightish to walk from carpark
983,1,congrats mobile g videophones r yours call now videochat wid your mates play java games dload polyph music noline rentl
984,0,look at the fuckin time what the fuck you think is up
985,0,yo guess what i just dropped
986,0,carlos says hell be at mu in ltgt minutes
987,0,im in office now i will call you ltgt min
988,0,geeee i miss you already you know your all i can think about fuck i cant wait till next year when we will be together loving kiss
989,0,yun ahthe ubi one say if ü wan call by tomorrowcall look for ireneere only got bus ubi cresubi tech parkph for st wkg daysèn
990,0,ugh gotta drive back to sd from la my butt is sore
991,0,th of july
992,0,hi im having the most relaxing time ever we have to get up at am every day was the party good the other night i get home tomorrow at ish
993,0,up to ü ü wan come then come lor but i din c any stripes skirt
994,0,the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas
995,0,i cant i dont have her number
996,0,change again its e one next to escalator
997,0,yetunde im in class can you not run water on it to make it ok pls now
998,0,not a lot has happened here feels very quiet beth is at her aunts and charlie is working lots just me and helen in at the mo how have you been
999,0,then ü wait me at bus stop aft ur lect lar if i dun c ü then i go get my car then come back n pick ü
1000,0,aight will do thanks again for comin out
1001,0,nobut heard abt tat
1002,1,please call our customer service representative on freephone between ampm as you have won a guaranteed £ cash or £ prize
1003,0,yeshe is really greatbhaji told kallis best cricketer after sachin in worldvery tough to get out
1004,0,ltgt am i think should say on syllabus
1005,0,umma did she say anything
1006,0,give me a sec to think think about it
1007,1,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt on orange contract call mobileupd on or call optout
1008,0,i dont quite know what to do i still cant get hold of anyone i cud pick you up bout pm and we can see if theyre in the pub
1009,0,poyyarikaturkolathupalayamunjalur posterode dis ltgt
1010,0,dear heroi am leaving to qatar tonite for an apt opportunitypls do keep in touch at ltemailgt kerala
1011,0,lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am
1012,0,i just got home babe are you still awake
1013,0,i dunno they close oredi not ü v ma fan
1014,0,just buy a pizza meat lovers or supreme u get to pick
1015,0,ya toldshe was asking wats matter
1016,0,dearregret i cudnt pick calldrove down frm ctla now at cochin homeleft mobile in carente style ishtamayoohappy bakrid
1017,1,free for st week no nokia tone ur mob every week just txt nokia to get txting and tell ur mates pobox wwq normptone
1018,0,shall i send that exe to your mail id
1019,0,nope watching tv at home not going out v bored
1020,0,don knowwait i will check it
1021,0,good afternoon on this glorious anniversary day my sweet j i hope this finds you happy and content my prey i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers you cougarpen
1022,1,guess what somebody you know secretly fancies you wanna find out who it is give us a call on from landline dateboxessexcmxn pmin
1023,0,we still on for tonight
1024,0,may i call you later pls
1025,0,hasnt that been the pattern recently crap weekends
1026,0,i have a sore throat its scratches when i talk
1027,0,yes da any plm at ur office
1028,0,are you not around or just still asleep v
1029,0,lol you forgot it eh yes ill bring it in babe
1030,0,its good well find a way
1031,0,can not use foreign stamps in this country good lecture
1032,0,yup bathe liao
1033,0,happy new year my no man
1034,0,oh mr sheffield you wanna play that game okay youre the boss and im the nanny you give me a raise and ill give you one
1035,0,zoe it just hit me im fucking shitin myself il defo try my hardest cum morow luv u millions lekdog
1036,0,hello baby did you get back to your moms are you setting up the computer now filling your belly how goes it loverboy i miss you already sighs
1037,0,no my blankets are sufficient thx
1038,0,naughty little thought its better to flirt flirt n flirt rather than loving someone n gettin hurt hurt n hurt gud nyt
1039,0,edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gmgngegnt
1040,0,they just talking thats it de they wont any other
1041,0,today am going to college so am not able to atten the class
1042,0,im in class will holla later
1043,0,easy ahsen got selected means its good
1044,0,mmm thats better now i got a roast down me id b better if i had a few drinks down me good indian
1045,1,we know someone who you know that fancies you call to find out who pobox lshb p
1046,0,come round its
1047,0,do thing change that sentence into because i want concentrate in my educational career im leaving here
1048,1,s flirting now txt girl or bloke ur name age eg girl zoe to to join and get chatting
1049,0,i walked an hour c u doesnt that show i care y wont u believe im serious
1050,1,days to euro kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to
1051,0,are you available for soiree on june rd
1052,0,do u noe wat time e place dat sells d closes
1053,0,i got another job the one at the hospital doing data analysis or something starts on monday not sure when my thesis will got finished
1054,0,jays getting really impatient and belligerent
1055,0,hiya comin bristol st week in april les got off rudi on new yrs eve but i was snoringthey were drunk u bak at college yet my work sends ink bath
1056,0,im at work please call
1057,0,then u drive lor
1058,0,ard like dat y
1059,0,tell me theyre female v howre you throwing in were deciding what all to get now
1060,1,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to now chance win £ cash wkentp
1061,0,im working technical support voice processnetworking field
1062,0,i might come to kerala for daysso you can be prepared to take a leave once i finalise dont plan any travel during my visitneed to finish urgent works
1063,0,ok not sure what time tho as not sure if can get to library before class will try see you at some point have good eve
1064,1,we have new local dates in your area lots of new people registered in your area reply date to start now only replys
1065,0,thats fine ill bitch at you about it later then
1066,0,no my mum went dentist
1067,0,once free call me sir i am waiting for you
1068,0,meeting u is my work tel me when shall i do my work tomorrow
1069,1,someone u know has asked our dating service contact you cant guess who call now all will be revealed po box m wu
1070,0,jus finish bathing
1071,0,alright ill make sure the car is back tonight
1072,1,urgent we are trying to contact u todays draw shows that you have won a £ prize guaranteed call from land line claim c validhrs only
1073,1,dear uve been invited to xchat this is our final attempt to contact u txt chat to
1074,0,lul im gettin some juicy gossip at the hospital two nurses are talking about how fat they are gettin and one thinks shes obese oyea
1075,0,aight ill get on fb in a couple minutes
1076,0,oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz
1077,0,where can download clear movies dvd copies
1078,0,yep by the pretty sculpture
1079,0,convey my regards to him
1080,0,me too watching surya movie only after pm vijay movie pokkiri
1081,0,you tell what happen dont behave like this to me ok no need to say
1082,0,can u get pic msgs to your phone
1083,0,send to someone else
1084,0,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem
1085,0,for me the love should start with attractioni should feel that i need her every time around meshe should be the first thing which comes in my thoughtsi would start the day and end it with hershe should be there every time i dreamlove will be then when my every breath has her namemy life should happen around hermy life will be named to heri would cry for herwill give all my happiness and take all her sorrowsi will be ready to fight with anyone for heri will be in love when i will be doing the craziest things for herlove will be when i dont have to proove anyone that my girl is the most beautiful lady on the whole planeti will always be singing praises for herlove will be when i start up making chicken curry and end up makiing sambarlife will be the most beautiful thenwill get every morning and thank god for the day because she is with mei would like to say a lotwill tell later
1086,0,frndship is like a needle of a clock though v r in d same clock v r nt able met evn if v meetitz only few seconds bt v alwys stay conected gud t
1087,0,i dont think he has spatula hands
1088,0,you can never do nothing
1089,1,you are awarded a sipix digital camera call from landline delivery within days t cs box mbp yr warranty ppm p p£
1090,0,goodmorning today i am late for ltdecimalgt min
1091,1,win urgent your mobile number has been awarded with a £ prize guaranteed call from land line claim valid hrs only ppm
1092,0,please da call me any mistake from my side sorry da pls da goto doctor
1093,0,where r we meeting
1094,0,well the weather in calis great but its complexities are great you need a car to move freely its taxes are outrageous but all in all its a great place the sad part is i missing home
1095,0,now only i reached home i am very tired now i will come tomorro
1096,0,ryder unsoldnow gibbs
1097,1,dear subscriber ur draw £ gift voucher will b entered on receipt of a correct ans when was elvis presleys birthday txt answer to
1098,0,dont fret ill buy the ovulation test strips and send them to you you wont get them til like march can you send me your postal addressull be alrightokay
1099,0,no gifts you trying to get me to throw myself off a cliff or something
1100,0,been up to ne thing interesting did you have a good birthday when are u wrking nxt i started uni today
1101,0,you busy or can i come by at some point and figure out what were doing tomorrow
1102,0,yeah go on then bored and depressed sittin waitin for phone to ring hope the wind drops though scary
1103,0,black shirt n blue jeans i thk i c ü
1104,0,aiyah sorry lor i watch tv watch until i forgot check my phone
1105,1,message important information for o user today is your lucky day find out why log onto there is a fantastic surprise awaiting you
1106,0,on hen night going with a swing
1107,0,good afternoon my love how goes your day what are you up to i woke early and am online waiting for you hmmm italian boy is online i see grins
1108,0,from someone not to smoke when every time ive smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
1109,0,no youll just get a headache trying to figure it out u can trust me to do the math i promise o
1110,0,s sfirst timedhoni rocks
1111,0,ok ill tell the company
1112,0,awesome think we can get an th at usf some time tonight
1113,0,so that means you still think of teju
1114,0,no im good for the movie is it ok if i leave in an hourish
1115,0,no nothis is kallis home groundamla home town is durban
1116,0,so lets make it saturday or monday as per convenience
1117,0,hey what time is your driving on fri we go for evaluation on fri
1118,1,you have won a £ price to claim call
1119,0,im going lunch now wif my family then aft dat i go str orchard lor
1120,1,bored of speed dating try speedchat txt speedchat to if you dont like em txt swap and get a new chatter chat poboxwwq pmsg rcd
1121,0,cancel cheyyamoand get some money back
1122,1,do you want anytime any network mins text and a new video phone for only five pounds per week call now or reply for delivery tomorrow
1123,0,okok okthenwhats ur todays plan
1124,0,good morning princess how are you
1125,0,aiyar sorry lor forgot tell u
1126,1,for taking part in our mobile survey yesterday you can now have texts use however you wish get txts just send txt to tc p
1127,0,not tonight mate catching up on some sleep this is my new number by the way
1128,0,height of oh shit situation a guy throws a luv letter on a gal but falls on her brothers head whos a gayd
1129,1,ur hmv quiz cashbalance is currently £ to maximize ur cashin now send hmv to only pmsg
1130,0,so check your errors and if you had difficulties do correction
1131,0,howz painhope u r fine
1132,0,sorry ill call later
1133,0,good morning princess how are you
1134,0,as i entered my cabin my pa said happy bday boss i felt special she askd me lunch after lunch she invited me to her apartment we went there
1135,0,u wake up already thanx e tau sar piah its quite nice
1136,0,k do i need a login or anything
1137,1,dont forget you can place as many free requests with stchoicecouk as you wish for more information call
1138,0,lol no just was busy
1139,0,what u wearing
1140,0,messagesome text missing sendername missing number missing sentdate missing missing u a lot thats y everything is missing sent via fullonsmscom
1141,0,ohas usual vijay film or its different
1142,1,i dont know u and u dont know me send chat to now and lets find each other only pmsg rcvd hgsuitelandsrowwjhl ldn years or over
1143,0,have you had a good day mine was really busy are you up to much tomorrow night
1144,0,and is there a way you can send shades stuff to her and she has been wonderful too
1145,0,really i tot ur paper ended long ago but wat u copied jus now got use u happy lar i still haf study
1146,1,thank you winner notified by sms good luck no future marketing reply stop to customer services
1147,0,babe i lost you
1148,0,ok help me ask if shes working tmr a not
1149,0,im not driving raining then ill get caught at e mrt station lor
1150,0,not a drop in the tank
1151,0,that said can you text him one more time
1152,0,sorry ill call later
1153,0,ok i go change also
1154,1,s of girls many local u who r virgins this r ready fil ur every sexual need can u fil theirs text cute to £p m
1155,0,did u find a sitter for kaitlyn i was sick and slept all day yesterday
1156,0,sorry man accidentally left my phone on silent last night and didnt check it til i got up
1157,0,hey something came up last min think i wun be signing up tmr hee
1158,0,hes an adult and would learn from the experience theres no real danger i just dont like peeps using drugs they dont need but no comment
1159,0,hey theres veggie pizza
1160,0,yun buying but school got offer plus only
1161,0,you sure your neighbors didnt pick it up
1162,0,k i will sent it again
1163,1,free entry in a wkly comp to win fa cup final tkts st may text fa to to receive entry questionstd txt ratetcs apply overs
1164,0,new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say im always correct
1165,0,well im computerless time to make some oreo truffles
1166,0,haha yeah i see that now be there in a sec
1167,0,i am not having her number sir
1168,0,lol now im after that hot air balloon
1169,0,ok now i am in bus if i come soon i will come otherwise tomorrow
1170,0,msgs r not time passthey silently say that i am thinking of u right now and also making u think of me at least a moment gd ntswt drms shesil
1171,0,yeah we can probably swing by once my roommate finishes up with his girl
1172,1,got what it takes take part in the wrc rally in oz u can with lucozade energy text rally le to p see packs or lucozadecoukwrc itcould be u
1173,0,happy new years melody
1174,0,ü dun need to pick ur gf
1175,0,yay you better not have told that to other girls either
1176,0,horrible u eat macs eat until u forgot abt me already rite u take so long reply i thk its more toot than b so b prepared now wat shall i eat
1177,0,did he say how fantastic i am by any chance or anything need a bigger life lift as losing the will live do you think i would be the first person die from n v q
1178,0,just nw i came to hme da
1179,0,im outside islands head towards hard rock and youll run into me
1180,0,to day class is there are no class
1181,0,im in chennai velachery
1182,0,you flippin your shit yet
1183,0,k give me a sec breaking a ltgt at cstore
1184,0,am i that much bad to avoid like this
1185,0,yo you around just got my car back
1186,0,annoying isnt it
1187,0,goodmorning today i am late for ltgt min
1188,0,theres no point hangin on to mr not right if hes not makin u happy
1189,0,all will come alivebetter correct any good looking figure there itself
1190,0,in that case i guess ill see you at campus lodge
1191,0,were done
1192,0,come to my home for one last time i wont do anything trust me
1193,0,i was up all night too worrying about this appt its a shame we missed a girls night out with quizzes popcorn and you doing my hair
1194,1,sex up ur mobile with a free sexy pic of jordan just text babe to then every wk get a sexy celeb pocketbabecouk more pics £wk
1195,0,ok c ya
1196,1,you have new voicemail please call
1197,0,what he said is not the matter my mind saying some other matter is there
1198,0,he also knows about lunch menu only da i know
1199,0,al he does is moan at me if n e thin goes wrong its my faultal de arguments r my faultfed up of him of himso y bother hav go thanxxx
1200,0,neft transaction with reference number ltgt for rs ltdecimalgt has been credited to the beneficiary account on ltgt at lttimegt ltgt
1201,0,otherwise had part time job natuition
1202,0,i know she called me
1203,0,me also da i feel yesterday night wait til day night dear
1204,0,thanks for understanding ive been trying to tell sura that
1205,1,win a year supply of cds a store of ur choice worth £ enter our £ weekly draw txt music to tscs
1206,0,the whole car appreciated the last two dad and are having a map reading semi argument but apart from that things are going ok p
1207,1,as a sim subscriber you are selected to receive a bonus get it delivered to your door txt the word ok to no to claim pmsg exp apr
1208,0,i need you to be in my strong arms
1209,0,also maaaan are you missing out
1210,0,his bday real is in april
1211,0,guessin you aint gonna be here before
1212,0,ok then i will come to ur home after half an hour
1213,0,yo the game almost over want to go to walmart soon
1214,0,yeah probably but not sure ilol let u know but personally i wuldnt bother then again if ur goin to then i mite as well
1215,0,ill text now all creepy like so he wont think that we forgot
1216,0,that would be good … ill phone you tomo lunchtime shall i to organise something
1217,1,you have new voicemail please call
1218,0,damn can you make it tonight or do you want to just wait til tomorrow
1219,0,kkim also finewhen will you complete the course
1220,0,true it is passable and if you get a high score and apply for phd you get years of salary so it makes life easier
1221,1,no nokia tone ur mob every week just txt nok to st tone free so get txtin now and tell ur friends ptone reply hl info
1222,0,prakesh is there know
1223,0,teach me apps da when you come to college
1224,0,rofl betta invest in some anti aging products
1225,1,you are a winner u have been specially selected receive £ cash or a holiday flights inc speak to a live operator claim
1226,0,sir you will receive the account no another hr time sorry for the delay
1227,1,reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations php
1228,0,so üll be submitting da project tmr rite
1229,1,free entry into our £ weekly comp just send the word enter to now tc cust care
1230,0,jus ans me lar ull noe later
1231,0,i want to send something that can sell fast ltgt k is not easy money
1232,0,have got few things to do may be in pub later
1233,0,s finish meeting call me
1234,0,lol ok ill snatch her purse too
1235,0,edrunk sorry iff pthis makes no senrddnot no how dancce drum n basqihave fun nhite x ros xxxxxxx
1236,0,your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply
1237,0,how much are we getting
1238,0,is ur paper in e morn or aft tmr
1239,0,dear relieved of westonzoyland all going to plan this end too
1240,0,hope you are having a great new semester do wish you the very best you are made for greatness
1241,0,oh yes i can speak txt u no hmm did u get email
1242,0,i want to show you the world princess how about europe
1243,0,nobody can decide where to eat and dad wants chinese
1244,0,no shoot me im in the docs waiting room
1245,0,now im going out dinner soon
1246,0,hello which the site to download songs its urgent pls
1247,0,i do know what u mean is the king of not havin credit im goinbed now night night sweet onlymore sleep
1248,0,horrible gal me in sch doing some stuff how come u got mc
1249,0,hi hun im not comin nitetell every im sorry me hope u ava goodtimeoli rang melnite ifink it mite b sortedbut il explain everythin on monlrsx
1250,0,i call you later dont have network if urgnt sms me
1251,0,ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear
1252,1,please call immediately as there is an urgent message waiting for you
1253,0,yeah like if it goes like it did with my friends imma flip my shit in like half an hour
1254,0,mum say we wan to go then go then she can shun bian watch da glass exhibition
1255,0,what your plan for pongal
1256,0,just wait till end of march when el nino gets himself oh
1257,0,not yet chikkugoing to room nw im in bus
1258,0,am also doing in cbe only but have to pay
1259,0,honey boo im missing u
1260,0,we have sent jd for customer service cum accounts executive to ur mail id for details contact us
1261,0,yo im at my parents gettin cash good news we picked up a downstem
1262,0,thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good weve given you ultimatum oh we are countin down to aburo enjoy
1263,1,hungry gay guys feeling hungry and up it now call just pmin to stop texts call pmin
1264,0,ok no wahala just remember that a friend in need
1265,0,i will see in half an hour
1266,0,im in inperialmusic listeningthe weirdest track ever byleafcutter johnsounds like insects being molestedsomeone plumbingremixed by evil men on acid
1267,0,hey sorry i didntgive ya a a bellearlier hunnyjust been in bedbut mite go thepub ltr if uwana mt uploads a luv jenxxx
1268,0,seriously tell her those exact words right now
1269,1,can u get phone now i wanna chat set up meet call me now on u can cum here moro luv jane xx calls£minmoremobsemspoboxpowa
1270,0,tee hee off to lecture cheery bye bye
1271,0,sorry chikku my cell got some problem thts y i was nt able to reply u or msg u
1272,0,if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
1273,0,ok
1274,1,network operator the service is free for t cs visit biz
1275,0,let me know how to contact you ive you settled in a room lets know you are ok
1276,0,wot u up u weirdo
1277,0,can do lor
1278,0,dont put your phone on silent mode ok
1279,0,can i meet ü at as where depends on where ü wan in lor
1280,0,waiting my tv show start lor u leh still busy doing ur report
1281,0,oh ho is this the first time u use these type of words
1282,0,am i the only one who doesnt stalk profiles
1283,0,ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it gud nyt
1284,0,yes i thought so thanks
1285,0,but if shes drinkin im ok
1286,0,just wondering the others just took off
1287,0,night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng
1288,0,what do you do my dog must i always wait till the end of your day to have word from you did you run out of time on your cell already
1289,0,happy new year to u too
1290,0,heygreat dealfarm tour am to pm pax deposit by may
1291,0,eat jap done oso aft ur lect wat ü got lect at rite
1292,0,hey babe i saw you came online for a second and then you disappeared what happened
1293,0,da my birthdate in certificate is in april but real date is today but dont publish it i shall give you a special treat if you keep the secret any way thanks for the wishes
1294,0,happy birthday may all ur dreams come true
1295,0,aiyah u did ok already lar e nydc at wheellock
1296,0,tell her i said eat shit
1297,0,sure i am driving but will reach my destination soon
1298,0,k so am i how much for an th fifty
1299,0,your daily text from me – a favour this time
1300,0,great to hear you are settling well so whats happenin wit ola
1301,0,those cocksuckers if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
1302,0,i tot u reach liao he said tshirt
1303,0,fran i decided go n e way im completely broke an knackered i got up bout c u mrw love janx ps this is my dads fone no credit
1304,0,i cant pick the phone right now pls send a message
1305,0,your right ill make the appointment right now
1306,0,designation is software developer and may be she get chennai
1307,1,enjoy the jamster videosound gold club with your credits for new videosounds logosmusicnews get more fun from jamstercouk only help call
1308,1,get lions england tone reply lionm mono or lionp poly more go the original n best tones gbp network operator rates apply
1309,0,i jokin oni lar ü busy then i wun disturb ü
1310,0,ok be careful dont text and drive
1311,0,ill always be there even if its just in spirit ill get a bb soon just trying to be sure i need it
1312,0,u r too much close to my heart if u go away i will be shattered plz stay with me
1313,0,i love u babe r u sure everything is alrite is he being an idiot txt bak girlie
1314,0,how abt making some of the pics bigger
1315,0,got but got colours lor one colour is quite light n e other is darker lor actually im done shes styling my hair now
1316,0,whenevr ur sad whenevr ur gray remembr im here listn watevr u wanna say jus walk wid me a little whileamp i promise ill bring back ur smile
1317,0,why nothing ok anyway give me treat
1318,1,win the newest “harry potter and the order of the phoenix book reply harry answer questions chance to be the first among readers
1319,0,ok
1320,0,correct so how was work today
1321,0,just sent again do you scream and moan in bed princess
1322,0,i wake up long ago already dunno what other thing
1323,0,oh just getting even with u u
1324,0,i thk shd be ok he said plus minus did ü leave a line in between paragraphs
1325,0,can you call me plz your number shows out of coveragd area i have urgnt call in vasai amp have to reach before o clock so call me plz
1326,0,yeah jays sort of a fucking retard
1327,0,sorry was in the bathroom sup
1328,1,ur balance is now £ ur next question is who sang uptown girl in the s answer txt ur answer to good luck
1329,0,my exam is for february wish you a great day
1330,0,i dont know what to do to come out of this so only am ask questions like this dont mistake me
1331,0,aight no rush ill ask jay
1332,0,good morning plz call me sir
1333,0,its ok lar u sleep early too nite
1334,0,oh icic k lor den meet other day
1335,0,oh a half hour is much longer in syria than canada eh wow you must get so much more work done in a day than us with all that extra time grins
